C	NC_002695.2-1000	562	150	561:2 0:13 543:5 0:9 1:2 0:16 543:9 0:8 562:8 0:13 562:5 543:6 0:2 543:2 0:10 561:5 0:1
C	NC_002695.2-999	543	150	543:2 0:6 543:3 0:18 543:5 0:5 543:1 0:3 543:5 0:36 543:5 0:3 543:1 0:5 543:2 0:13 543:2 0:1
C	NC_002695.2-998	543	150	543:3 0:10 543:4 0:6 543:9 0:2 543:3 0:3 543:3 0:2 543:1 0:10 543:8 0:4 543:5 0:1 543:5 0:12 543:1 0:7 543:5 0:12
C	NC_002695.2-997	562	150	0:2 543:5 0:3 543:3 0:6 543:5 0:5 543:4 0:4 543:5 0:17 543:10 0:16 562:5 561:3 0:23
C	NC_002695.2-996	562	150	0:13 562:5 0:18 562:2 0:5 562:1 0:28 562:1 0:6 562:1 0:18 562:7 0:11
C	NC_002695.2-995	543	150	0:13 543:2 0:14 543:1 0:31 91347:1 0:19 91347:1 0:17 543:3 0:10 91347:4
C	NC_002695.2-994	562	150	562:5 0:15 543:1 0:13 543:2 0:19 543:5 0:14 543:5 0:26 562:5 0:6
C	NC_002695.2-993	562	150	0:18 562:5 0:25 562:5 0:2 562:1 0:6 562:1 0:43 543:6 0:4
C	NC_002695.2-992	562	150	0:5 543:10 0:15 562:2 0:16 543:2 0:2 543:1 0:10 543:3 0:1 543:5 0:44
C	NC_002695.2-991	562	150	562:5 0:10 562:1 0:2 562:5 0:14 562:7 0:9 562:5 0:14 562:1 0:6 562:1 0:12 562:4 0:20
C	NC_002695.2-990	562	150	0:9 543:5 0:32 562:5 0:24 543:5 0:23 543:5 0:5 543:3
C	NC_002695.2-989	562	150	0:10 562:8 0:13 562:2 0:2 562:5 0:12 562:6 0:27 562:6 0:1 562:7 0:8 562:6 0:3
C	NC_002695.2-988	562	150	0:24 562:1 0:5 562:4 0:2 562:5 0:22 562:2 0:9 561:2 0:5 543:7 0:2 543:8 0:18
C	NC_002695.2-987	562	150	0:2 543:9 0:5 543:5 0:17 543:1 0:2 543:5 0:11 562:2 0:5 562:6 0:14 543:3 0:1 562:5 0:4 562:5 0:3 543:7 0:4
C	NC_002695.2-986	543	150	543:5 0:3 543:5 0:2 543:1 0:6 543:3 0:3 543:5 0:32 543:1 0:50
C	NC_002695.2-985	543	150	543:6 0:1 543:13 0:6 543:2 0:16 543:7 0:3 543:3 0:20 543:2 0:17 543:9 0:7 543:4
C	NC_002695.2-984	562	150	0:10 543:1 0:35 543:5 0:1 543:1 0:5 543:2 0:12 543:1 0:36 562:7
C	NC_002695.2-983	543	150	0:10 543:1 0:29 543:5 0:3 543:6 0:5 543:4 0:35 543:3 0:12 543:2 0:1
C	NC_002695.2-982	562	150	543:3 0:19 562:2 543:1 0:32 543:5 0:28 543:7 0:3 543:1 0:9 543:6
C	NC_002695.2-981	562	150	0:1 562:4 543:5 562:1 0:5 562:2 543:4 0:10 543:5 0:22 562:5 0:3 562:8 0:12 543:2 0:5 543:1 0:21
C	NC_002695.2-980	1	150	0:9 1:5 0:23 1:5 0:15 1:4 0:1 1:7 0:6 1:5 0:5 1:5 0:26
C	NC_002695.2-979	562	150	0:4 562:5 0:9 562:1 543:5 0:47 91347:5 0:4 91347:1 0:15 543:5 0:3 543:2 0:10
C	NC_002695.2-978	543	150	543:4 0:16 543:2 0:31 543:1 0:1 543:5 0:5 543:4 0:12 543:12 0:21 543:2
C	NC_002695.2-977	543	150	543:1 0:12 1236:3 0:26 543:1 0:19 543:5 0:39 543:2 0:8
C	NC_002695.2-976	562	150	0:19 562:2 0:17 562:1 0:8 562:5 0:11 562:5 0:29 562:1 0:18
C	NC_002695.2-975	561	150	0:5 543:5 0:11 543:4 0:13 543:1 0:18 561:3 0:11 543:5 0:26 543:2 0:2 543:5 0:5
C	NC_002695.2-974	562	150	0:25 562:18 0:4 562:2 0:7 562:1 0:36 561:8 0:10 561:1 0:4
C	NC_002695.2-973	543	150	0:4 543:2 0:6 543:3 0:7 543:5 0:6 543:5 0:10 543:5 0:7 543:2 0:28 543:3 0:1 543:9 0:13
C	NC_002695.2-972	562	150	0:73 543:2 0:1 543:4 0:16 562:4 0:8 543:3 0:5
C	NC_002695.2-971	561	150	561:3 0:6 561:5 0:20 561:2 0:80
C	NC_002695.2-970	562	150	0:43 562:1 0:7 562:5 0:20 562:1 0:6 562:1 543:1 0:11 543:3 0:17
C	NC_002695.2-969	562	150	543:1 0:17 543:4 0:25 543:2 0:9 91347:1 0:7 543:2 0:37 562:3 0:1 562:5 0:2
C	NC_002695.2-968	543	150	0:22 543:5 0:50 543:7 0:32
C	NC_002695.2-967	543	150	0:14 543:10 0:5 543:9 0:1 543:1 0:3 543:18 0:4 543:6 0:5 543:1 0:4 543:2 0:4 543:5 0:1 543:9 0:12 543:2
C	NC_002695.2-966	562	150	562:7 0:7 543:4 0:6 543:10 0:54 543:1 0:5 543:1 0:21
C	NC_002695.2-965	543	150	543:3 0:15 543:1 0:16 543:8 0:11 543:1 0:26 543:8 0:8 543:1 0:18
C	NC_002695.2-964	543	150	543:1 0:8 543:5 0:15 543:2 0:9 91347:3 0:11 91347:5 0:14 543:2 0:5 543:2 0:31 543:2 91347:1
C	NC_002695.2-963	543	150	0:21 543:3 0:7 2:2 0:15 2:3 0:11 2:6 0:21 2:1 0:26
C	NC_002695.2-962	1	150	1:1 0:2 1:1 0:9 1:2 0:5 1:7 0:1 1:5 0:11 1:2 0:8 1:1 0:15 1:2 0:11 1:1 0:32
C	NC_002695.2-961	562	150	543:2 0:15 543:3 0:3 562:4 0:10 562:1 0:8 562:3 0:42 543:4 0:11 543:1 0:9
C	NC_002695.2-960	543	150	0:47 543:5 0:2 543:1 0:1 543:5 0:3 543:5 0:4 543:1 0:2 543:11 0:18 543:5 0:6
C	NC_002695.2-959	562	150	543:1 0:77 562:4 0:14 562:2 0:18
C	NC_002695.2-958	562	150	0:13 562:5 0:7 543:3 0:38 562:2 0:48
C	NC_002695.2-957	543	150	0:12 543:1 0:16 543:1 0:36 543:1 0:2 543:1 0:5 543:1 0:20 543:1 0:19
C	NC_002695.2-956	543	150	543:3 0:17 543:5 0:18 543:5 0:5 543:8 0:10 543:5 0:6 543:2 0:9 543:5 0:18
C	NC_002695.2-955	91347	150	0:5 1:7 0:5 1:1 0:25 91347:5 0:2 1:1 0:4 91347:5 0:5 91347:9 0:7 1:6 0:7 1:5 0:3 1:5 0:9
C	NC_002695.2-954	562	150	0:4 562:1 0:10 543:1 0:2 543:5 0:12 543:3 0:49 543:3 0:15 543:5 0:6
C	NC_002695.2-953	562	150	0:1 543:3 0:11 543:2 0:13 543:5 0:3 543:1 0:9 543:4 0:52 543:1 0:2 562:3 0:6
C	NC_002695.2-952	543	150	0:48 543:5 0:15 543:5 0:3 543:4 0:5 543:3 0:28
C	NC_002695.2-951	543	150	543:2 0:8 543:5 0:13 543:3 0:6 543:2 0:5 543:3 0:20 543:4 0:12 543:1 0:5 543:2 0:23 543:1 0:1
C	NC_002695.2-950	543	150	0:12 91347:7 0:15 543:5 0:18 543:1 0:5 543:2 0:6 91347:4 0:9 543:5 0:7 543:5 0:9 543:2 0:3 543:1
C	NC_002695.2-949	543	150	0:5 543:5 0:9 91347:5 0:4 91347:5 0:28 543:5 0:17 543:1 0:6 543:2 0:24
C	NC_002695.2-948	562	150	0:8 562:3 0:11 543:2 0:7 543:3 0:5 543:3 0:9 543:7 0:4 543:5 0:1 543:5 0:13 543:5 0:8 543:8 0:9
C	NC_002695.2-947	562	150	543:3 0:1 543:5 562:4 0:15 562:4 0:5 562:1 0:22 543:3 0:6 543:5 0:8 543:2 0:11 543:4 562:1 0:16
C	NC_002695.2-946	561	150	0:4 543:3 0:33 543:1 0:6 561:5 0:32 543:7 0:6 543:5 0:14
C	NC_002695.2-945	1	150	1:2 0:8 1:6 0:14 1:1 0:6 1:1 0:8 1:3 0:46 1:1 0:9 1:5 0:6
C	NC_002695.2-944	1	150	0:4 1:3 0:50 1:5 0:7 1:4 0:1 1:5 0:2 1:4 0:1 1:5 0:3 1:2 0:5 1:5 0:10
C	NC_002695.2-943	543	150	0:10 543:1 0:2 543:1 0:26 543:5 0:5 543:4 0:15 543:5 0:3 543:5 0:27 543:1 0:6
C	NC_002695.2-942	543	150	0:7 543:1 0:19 543:1 0:12 543:5 0:35 91347:5 0:8 543:8 0:7 543:1 0:7
C	NC_002695.2-941	543	150	543:3 0:14 543:2 0:10 543:5 0:42 543:1 0:1 543:7 0:15 543:2 0:8 543:1 0:3 543:1 0:1
C	NC_002695.2-940	562	150	0:67 562:1 0:5 562:3 0:4 543:11 0:5 543:5 0:2 543:5 0:8
C	NC_002695.2-939	543	150	0:11 543:4 0:21 91347:4 0:59 91347:5 543:1 0:11
C	NC_002695.2-938	543	150	0:5 543:2 0:3 543:9 0:19 543:3 0:8 543:1 0:5 543:4 0:15 543:2 0:38 543:2
C	NC_002695.2-937	543	150	0:12 543:3 0:14 543:5 0:6 543:5 0:6 543:5 0:16 543:1 0:28 543:2 0:2 543:5 0:6
C	NC_002695.2-936	1224	150	1224:9 0:9 1224:3 0:30 1224:1 0:7 1224:14 0:20 1224:7 0:16
C	NC_002695.2-935	562	150	0:32 562:1 0:38 562:2 0:1 562:5 0:9 543:2 562:3 543:2 0:5 562:3 0:13
C	NC_002695.2-934	543	150	0:11 543:2 0:12 543:5 0:2 543:1 0:17 543:8 0:5 543:2 0:6 543:7 0:8 543:5 0:16 543:9
C	NC_002695.2-933	561	150	0:25 543:8 0:39 561:1 0:43
C	NC_002695.2-932	543	150	0:1 543:5 0:8 543:2 0:5 543:2 0:6 543:3 0:5 543:3 0:26 543:5 0:9 543:3 0:6 543:2 0:8 543:5 0:12
C	NC_002695.2-931	562	150	0:33 562:5 0:14 561:5 0:19 1:17 0:9 1:1 561:10 0:3
